interact_type	virus_unid	human_unid	VirusName	FamilyName
physical association	P06428	Q96HB5	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9BT92	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8NHQ1	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9BWG6	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q7L4I2	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9H257	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9HBI0	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9NP98	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9NQL9	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q96HA8	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8TD31	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9Y272	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8WUI4	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9P0T4	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9P0N9	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8WUB2	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9UMS0	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9Y247	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8WWY3	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q96T49	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	O60341	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q86UR1	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q13901	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	O75934	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	A8K8P3	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P56524	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	O14964	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	O75604	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P32519	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q8IXK0	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P35219	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q9UBV8	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q8IYX8	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q14D33	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P22415	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P50222	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P61978	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q8TAK5	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q96HT8	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q969E8	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	A4D1E9	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q96JC9	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q8TBB1	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q49A26	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q9BYG5	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q96FJ0	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q5VWN6	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q8WUI4	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	Q9NS73	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	O43572	Betapapillomavirus 1	Papillomaviridae
physical association	P06430	P61964	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	Q15796	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P62891	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P08865	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P05388	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P00403	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P15954	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P30408	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P26641	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P00156	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P07355	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P05787	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P83731	Betapapillomavirus 1	Papillomaviridae
physical association	P06428	P13646	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	Q07021	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	Q01130	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	P15514	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	Q13309	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	Q9UM11	Betapapillomavirus 1	Papillomaviridae
physical association	P06422	Q12834	Betapapillomavirus 1	Papillomaviridae
physical association	P06930	Q5T7W7	Betapapillomavirus 1	Papillomaviridae
physical association	P06930	P29218	Betapapillomavirus 1	Papillomaviridae
physical association	P06930	Q15561	Betapapillomavirus 1	Papillomaviridae
physical association	P06930	Q2YD98	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	P52739	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q06587	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q13131	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q5TAP6	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q5VWZ2	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q6P1W5	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q8TCP9	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q8TD10	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q9H972	Betapapillomavirus 1	Papillomaviridae
physical association	P06930	P09086	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	Q8IYA8	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	O75817	Betapapillomavirus 1	Papillomaviridae
physical association	P36817	Q8NCG7	Betapapillomavirus 1	Papillomaviridae
physical association	P06932	O00560	Betapapillomavirus 1	Papillomaviridae
physical association	P36810	P50995	Alphapapillomavirus 1	Papillomaviridae
physical association	P36810	P84077	Alphapapillomavirus 1	Papillomaviridae
physical association	P36810	Q8NDL9	Alphapapillomavirus 1	Papillomaviridae
physical association	P36810	Q496F6	Alphapapillomavirus 1	Papillomaviridae
physical association	P36810	P36404	Alphapapillomavirus 1	Papillomaviridae
physical association	P36827	P00414	Alphapapillomavirus 1	Papillomaviridae
physical association	P36827	Q86SG4	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	O94986	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q9NYF3	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	P53365	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q13950	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q13123	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	P12814	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q86XZ4	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	O95251	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q66K74	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	P50616	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	P02751	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q9NY93	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q6ZN55	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q96KG9	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q14533	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	Q9UJY5	Alphapapillomavirus 1	Papillomaviridae
physical association	P36791	P06733	Alphapapillomavirus 1	Papillomaviridae
direct interaction	P06788	P21980	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06463	Q16611	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06790	Q92831	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06463	Q09472	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06463	P20226	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	P24864	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	P20248	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06788	P28749	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	P24941	Alphapapillomavirus 7	Papillomaviridae
physical association	Q9QNP8	Q12959	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	O14908	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06790	Q09472	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06463	Q96QZ7	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	P26045	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q9HD26	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q96L92	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	O14936	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06789	P09914	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	Q8N448	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	Q96JM7	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q9NRG1	Alphapapillomavirus 7	Papillomaviridae
physical association	P06792	Q969F0	Alphapapillomavirus 7	Papillomaviridae
physical association	P06792	Q9BXK5	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q96F44	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	P07339	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q9Y3D0	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	P32942	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q9NYY3	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	O43760	Alphapapillomavirus 7	Papillomaviridae
physical association	P24835	Q9BXK5	Alphapapillomavirus 7	Papillomaviridae
physical association	P24835	Q9BQE3	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	P13667	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	P02792	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q92530	Alphapapillomavirus 7	Papillomaviridae
physical association	P24835	Q92597	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q7Z6J9	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q9BY07	Alphapapillomavirus 7	Papillomaviridae
physical association	P06463	Q13950	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	P12272	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	O94885	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	O43909	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	Q8WWH5	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q9H5V8	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q07817	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q96GD4	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P02538	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q92905	Alphapapillomavirus 7	Papillomaviridae
physical association	P06790	O94842	Alphapapillomavirus 7	Papillomaviridae
physical association	P06790	Q9UHB9	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q8IZC6	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	O95471	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P11474	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q8NEZ5	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P04792	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P80188	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P02795	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P13667	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q14289	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q15223	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P60602	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q14134	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q8WWH5	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P61086	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q9NPD8	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	O14980	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	P07858	Alphapapillomavirus 7	Papillomaviridae
physical association	P24830	Q9BZF9	Alphapapillomavirus 7	Papillomaviridae
physical association	P06788	Q86WV6	Alphapapillomavirus 7	Papillomaviridae
direct interaction	P06789	Q12824	Alphapapillomavirus 7	Papillomaviridae
physical association	P17389	Q15036	Alphapapillomavirus 7	Papillomaviridae
physical association	P24835	O95394	Alphapapillomavirus 7	Papillomaviridae
physical association	P03129	Q13573	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P62851	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q08999	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	Q92831	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P06400	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P05412	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P17275	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P17535	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P01100	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P62191	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	Q09472	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P10914	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P20226	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	O00754	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	Q8TAE8	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	Q9GZM7	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P62826	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P38936	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	Q01094	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P38398	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q92769	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q13547	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	Q14839	Alphapapillomavirus 9	Papillomaviridae
physical association	P03114	Q15645	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q14978	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q16254	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q14188	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P67775	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03129	P30153	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	O00410	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	Q92973	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	Q14974	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03107	P52292	Alphapapillomavirus 9	Papillomaviridae
direct interaction	P03101	Q14974	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P51784	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	O15304	Alphapapillomavirus 9	Papillomaviridae
physical association	P06927	Q93050	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	O15111	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P12004	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q13895	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q08117	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q9P2H0	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P25791	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q8TCE9	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	O95363	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	O15160	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q96I24	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P24278	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q15561	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P09132	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P32969	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	P54646	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q9Y237	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q8WXI9	Alphapapillomavirus 9	Papillomaviridae
physical association	P06429	O43741	Alphapapillomavirus 9	Papillomaviridae
physical association	P03129	Q9BWG6	Alphapapillomavirus 9	Papillomaviridae
physical association	P06429	Q16656	Alphapapillomavirus 9	Papillomaviridae
physical association	P06429	P55081	Alphapapillomavirus 9	Papillomaviridae
